formula,multiproto_median_pct,multiproto_min_pct,multiproto_max_pct,configs_top20,configs_top10,reserved_formula
TlI,10.904872389791183,9.51276102088167,12.296983758700696,0,0,False
AgCl,10.788863109048723,9.280742459396752,12.296983758700696,0,0,False
KF,10.556844547563806,8.816705336426914,12.296983758700696,0,0,False
AgBr,10.208816705336428,8.120649651972158,12.296983758700696,0,0,False
CsBr,10.208816705336428,8.120649651972158,12.296983758700696,0,0,False
KI,10.208816705336428,8.120649651972158,12.296983758700696,0,0,False
LiBr,10.208816705336428,8.120649651972158,12.296983758700696,0,0,False
LiCl,10.208816705336428,8.120649651972158,12.296983758700696,0,0,False
LiF,10.208816705336428,8.120649651972158,12.296983758700696,0,0,False
NaCl,10.208816705336428,8.120649651972158,12.296983758700696,0,0,False
RbCl,10.208816705336428,8.120649651972158,12.296983758700696,0,0,False
BiI,9.62877030162413,5.56844547563805,13.68909512761021,0,0,False
TlBr,8.816705336426914,7.65661252900232,9.976798143851507,0,0,False
CsF,8.816705336426914,5.336426914153132,12.296983758700696,0,0,False
KCl,8.816705336426914,5.336426914153132,12.296983758700696,0,0,False
NaBr,8.816705336426914,5.336426914153132,12.296983758700696,0,0,False
RbBr,8.816705336426914,5.336426914153132,12.296983758700696,0,0,False
LaCl,8.468677494199536,4.408352668213457,12.529002320185615,0,0,False
CuI,8.120649651972158,4.176334106728538,12.064965197215777,0,0,False
AgF,7.888631090487239,7.65661252900232,8.120649651972158,0,0,False
CsCl,7.888631090487239,7.65661252900232,8.120649651972158,0,0,False
KBr,7.888631090487239,7.65661252900232,8.120649651972158,0,0,False
NaF,7.772621809744779,6.728538283062645,8.816705336426914,0,0,False
RbI,7.772621809744779,6.728538283062645,8.816705336426914,0,0,False
HgBr,7.5406032482598615,1.3921113689095126,13.68909512761021,0,0,False
CuF,7.54060324825986,3.7122969837587005,11.36890951276102,0,0,False
HgCl,7.424593967517402,1.6241299303944314,13.225058004640372,0,0,False
CsI,7.424593967517401,6.728538283062645,8.120649651972158,0,0,False
TbCl,7.308584686774942,1.3921113689095126,13.225058004640372,0,0,False
HgI,7.3085846867749416,1.160092807424594,13.45707656612529,0,0,False
LaBr,6.960556844547563,2.088167053364269,11.832946635730858,0,0,False
ZrCl,6.728538283062645,3.0162412993039442,10.440835266821345,0,0,False
YCl,6.728538283062645,1.160092807424594,12.296983758700696,0,0,False
TbBr,6.148491879350348,1.6241299303944314,10.672853828306264,0,0,False
GdBr,6.0324825986078885,1.8561484918793503,10.208816705336426,0,0,False
ScCl,4.7563805104408345,3.7122969837587005,5.800464037122969,0,0,False
InI,4.640371229698376,3.944315545243619,5.336426914153132,0,0,False
InBr,4.408352668213457,4.176334106728538,4.640371229698376,0,0,False
RbF,3.944315545243619,3.0162412993039442,4.872389791183294,0,0,False
LaI,3.82830626450116,2.5522041763341066,5.104408352668213,0,0,False
CoBr,3.480278422273782,0.9280742459396751,6.0324825986078885,0,0,False
YI,3.3642691415313224,2.320185614849188,4.408352668213457,0,0,False
AuI,3.364269141531322,2.784222737819025,3.944315545243619,0,0,False
TlF,3.0162412993039442,2.784222737819025,3.248259860788863,0,0,False
ZrBr,3.0162412993039442,2.5522041763341066,3.480278422273782,0,0,False
AuBr,2.784222737819025,2.320185614849188,3.248259860788863,0,0,False
HgF,2.784222737819025,2.088167053364269,3.480278422273782,0,0,False
AuCl,1.3921113689095126,0.9280742459396751,1.8561484918793503,0,0,False
Ag2F,0.6960556844547563,0.6960556844547563,0.6960556844547563,0,0,False
Bi4I,0.46403712296983757,0.46403712296983757,0.46403712296983757,0,0,False
Bi9I2,0.23201856148491878,0.23201856148491878,0.23201856148491878,0,0,False
