material_id,formula,n_X,h,k,l,frac_exact6,mean_inplane_count,median_inplane_count,mean_psi6_exact6,mean_psi4_exact6,psi6_minus_psi4,psi6_over_psi4,strict_exact6_all,fallback_sixfold
mp-27972,AcBr3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-27971,AcCl3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-542298,Ag2F5,20,0,1,-2,0.5,4.6,6.0,0.33383996141456374,0.2688554664423182,0.06498449497224551,1.2417079177602945,False,False
mp-1391,Ag2F,1,0,0,1,1.0,6.0,6.0,0.9999999999998993,2.1146319998253755e-07,0.9999997885366994,4728955.203943185,True,True
mp-562412,Ag3F8,16,0,1,0,0.75,6.5,6.0,0.675431004707927,0.15218133766274117,0.5232496670451858,4.43833005466671,False,True
mp-23231,AgBr,1,0,0,1,1.0,6.0,6.0,0.9999999999998219,2.8130621231691943e-07,0.9999997186936096,3554845.0628357343,True,True
mp-22922,AgCl,1,1,0,0,1.0,6.0,6.0,0.9999999999999982,2.8321506886928783e-08,0.9999999716784913,35308855.70433853,True,True
mp-570687,AgCl,2,1,0,-1,1.0,6.0,6.0,0.980519315406589,0.02795388094365775,0.9525654344629313,35.07632150909092,True,True
mp-570858,AgCl,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-2284,AgF2,8,1,1,1,0.0,2.5,2.0,0.0,0.0,0.0,0.0,False,False
mp-7715,AgF2,4,1,1,1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False
mp-7592,AgF,1,0,0,1,1.0,6.0,6.0,0.9999999999999702,1.1486615088998352e-07,0.9999998851338193,8705784.883118005,True,True
mp-22894,AgI,2,0,0,1,1.0,6.0,6.0,0.9999999999995239,4.599764095942272e-07,0.9999995400231143,2174024.535044491,True,True
mp-22915,AgI,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-22919,AgI,1,1,0,0,1.0,6.0,6.0,1.0,1.4918173637706032e-16,0.9999999999999999,1000000000000.0,True,True
mp-22925,AgI,1,0,1,0,1.0,6.0,6.0,0.9999999999999556,1.40273869081293e-07,0.9999998597260865,7128911.511098513,True,True
mp-567809,AgI,2,1,0,1,1.0,6.0,6.0,0.9841308616458091,0.031764272267850426,0.9523665893779587,30.982320430551074,True,True
mp-580941,AgI,4,0,0,1,1.0,6.0,6.0,0.9999999999998286,2.759994841646328e-07,0.9999997240003444,3623195.17743494,True,True
mp-23288,AlBr3,12,0,1,-1,1.0,6.0,6.0,0.9635569046773521,0.06537315349157256,0.8981837511857795,14.739336458682033,True,True
mp-25469,AlCl3,6,2,-1,-1,1.0,6.0,6.0,0.9514169198888184,0.06804063095792272,0.8833762889308957,13.983070211050629,True,True
mp-25470,AlCl3,3,0,0,1,1.0,6.0,6.0,0.9999999999999662,1.2233068292286336e-07,0.9999998776692833,8174564.026839649,True,True
mp-1103295,AlF3,9,1,1,3,0.6666666666666666,4.666666666666667,6.0,0.8734828101500689,0.2545352860111488,0.6189475241389202,3.4316766992840826,False,True
mp-1323,AlF3,48,1,0,0,0.4166666666666667,4.75,5.0,0.23158277344522524,0.18377515227569588,0.04780762116952936,1.26014192113311,False,False
mp-468,AlF3,6,0,1,1,1.0,6.0,6.0,0.33373965884527346,0.4630343307553169,-0.12929467191004346,0.7207665537474647,True,False
mp-555026,AlF3,30,1,3,3,0.4,4.0,4.0,0.17156321255032278,0.43588182414704546,-0.26431861159672265,0.39360029036779853,False,False
mp-559871,AlF3,18,2,1,-2,0.6666666666666666,5.0,6.0,0.2855211487125436,0.368677144602207,-0.08315599588966344,0.7744476512657529,False,False
mp-30930,AlI3,12,1,1,2,1.0,6.0,6.0,0.9830064978582912,0.035417224500104615,0.9475892733581865,27.75504042829182,True,True
mp-17407,Au3F8,16,1,2,1,0.375,4.125,4.5,0.21278682466856144,0.1436089603980756,0.06917786427048583,1.4817099439946424,False,False
mp-27213,AuBr3,24,1,0,1,0.3333333333333333,3.0,3.0,0.8914091922206173,0.22548691558748263,0.6659222766331347,3.953263496013255,False,True
mp-505366,AuBr,4,1,0,2,1.0,6.0,6.0,0.9519595684711207,0.05174267703594369,0.900216891435177,18.397957411631992,True,True
mp-570140,AuBr,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-541656,AuCl2,8,0,1,0,0.5,4.5,4.5,0.24870003012837222,0.06139301689493942,0.1873070132334328,4.050949810040568,False,False
mp-27647,AuCl3,12,0,3,-1,0.16666666666666666,3.6666666666666665,4.0,0.9730347294645663,0.10939300329592794,0.8636417261686383,8.894853419759677,False,True
mp-32780,AuCl,4,1,1,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False
mp-30103,AuF5,40,2,0,3,0.5,5.9,6.0,0.3344499036241686,0.40810012535667867,-0.07365022173251007,0.8195290391833624,False,False
mp-27725,AuI,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-27456,BaBr2,8,1,1,1,0.0,1.5,1.5,0.0,0.0,0.0,0.0,False,False
mp-23199,BaCl2,8,0,1,3,0.25,4.0,4.0,0.5649679177009039,0.31356433823312646,0.25140357946777747,1.8017607515076086,False,False
mp-567680,BaCl2,6,1,-2,0,0.16666666666666666,3.6666666666666665,3.5,0.7292789381411914,0.27431491716087386,0.4549640209803175,2.658546409685408,False,True
mp-568662,BaCl2,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-1029,BaF2,2,1,1,1,1.0,6.0,6.0,0.9999999999998935,2.174497008180447e-07,0.9999997825501927,4598764.662530684,True,True
mp-555585,BaF2,8,1,0,0,1.0,6.0,6.0,0.6026324761302164,0.20167276373943266,0.40095971239078376,2.9881698696252106,True,True
mp-8644,BaF2,4,0,0,1,1.0,6.0,6.0,0.9999999999998249,2.7892207446131915e-07,0.9999997210777505,3585230.7564079324,True,True
mp-1080821,BaF3,6,0,0,1,0.6666666666666666,6.666666666666667,6.0,0.26291583161986365,0.6392818695221558,-0.37636603790229217,0.4112674614351028,False,False
mp-23260,BaI2,8,1,1,1,0.0,1.5,1.5,0.0,0.0,0.0,0.0,False,False
mp-568536,BaI2,6,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-30139,BeBr2,4,1,1,-2,1.0,6.0,6.0,0.9419617669458342,0.07949824612940205,0.8624635208164322,11.848837085192677,True,True
mp-23267,BeCl2,4,1,1,0,1.0,6.0,6.0,0.9295936962600397,0.0859718212885373,0.8436218749715024,10.812771933028518,True,True
mp-570974,BeCl2,32,2,-3,-2,0.0625,3.5,3.0,0.7356153064119395,0.16031709254973533,0.5752982138622041,4.588502041251333,False,True
mp-15951,BeF2,6,0,0,1,1.0,6.0,6.0,0.99999995885784,0.00013523266657155871,0.9998647261912684,7394.662726174133,True,True
mp-30140,BeI2,32,1,1,1,0.0,1.5,1.5,0.0,0.0,0.0,0.0,False,False
mp-570886,BeI2,4,1,-1,1,1.0,6.0,6.0,0.9519682322268789,0.07342491074427886,0.8785433214826001,12.965194272313836,True,True
mp-583234,Bi4I,4,0,3,1,0.5,5.0,5.0,0.9971081889849553,0.0337316146903599,0.9633765742945954,29.56004917457797,False,True
mp-27709,Bi6Br7,56,1,1,1,0.0,1.3214285714285714,1.0,0.0,0.0,0.0,0.0,False,False
mp-582968,Bi6Cl7,56,1,1,1,0.0,1.3928571428571428,1.5,0.0,0.0,0.0,0.0,False,False
mp-28149,Bi9I2,4,1,1,1,0.0,1.5,1.5,0.0,0.0,0.0,0.0,False,False
mp-610430,BiBr3,12,3,-1,0,0.3333333333333333,5.0,5.0,0.9528970280279309,0.041625932083578,0.9112710959443528,22.89190848903205,False,True
mp-568758,BiBr,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-22908,BiCl3,12,1,1,1,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,False,False
mp-23237,BiF3,12,0,0,1,1.0,6.0,6.0,0.4282077533566196,0.06506602201379068,0.3631417313428289,6.581126986153563,True,False
mp-557466,BiF3,12,1,1,-1,1.0,6.0,6.0,0.9996120940309255,8.621991338867699e-05,0.9995258741175369,11593.749688946007,True,True
mp-27743,BiF5,5,0,1,3,1.0,6.0,6.0,0.2001361829929338,0.3267899070309951,-0.1266537240380613,0.6124307351204438,True,False
mp-22849,BiI3,6,1,1,1,1.0,6.0,6.0,0.9895431434211975,0.03520312279127193,0.9543400206299256,28.109527364616056,True,True
mp-569157,BiI3,6,0,0,1,1.0,6.0,6.0,0.9944233126314824,0.025499003340434288,0.9689243092910481,38.99851689711359,True,True
mp-27708,BiI,8,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
mp-568388,BiI,4,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-22888,CaBr2,4,0,1,0,1.0,6.0,6.0,0.9807286859271918,0.08807907393164241,0.8926496119955494,11.134638934650118,True,True
mp-23214,CaCl2,4,0,1,0,1.0,6.0,6.0,0.9700181292013266,0.1084052276770225,0.861612901524304,8.948075198839613,True,True
mp-571627,CaCl2,8,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False
mp-571642,CaCl2,8,1,0,0,1.0,6.0,6.0,0.9586727602016301,0.05617857265289547,0.9024941875487346,17.064740432706945,True,True
mp-10464,CaF2,8,1,0,0,1.0,6.0,6.0,0.5929612006580045,0.19473240975075687,0.3982287909072476,3.0450052018405724,True,False
mp-2741,CaF2,2,0,0,1,1.0,6.0,6.0,0.9999999999999931,5.5332919535782545e-08,0.9999999446670735,18072424.307076655,True,True
mp-30031,CaI2,2,0,0,1,1.0,6.0,6.0,0.9999999999998727,2.3774446920986678e-07,0.9999997622554034,4206196.692286169,True,True
mp-703595,Cd13I28,28,0,0,1,1.0,6.0,6.0,0.9999999999999046,2.057654397585332e-07,0.9999997942344648,4859902.62103009,True,True
mp-27934,CdBr2,4,0,0,1,1.0,6.0,6.0,0.999999999999759,3.272200805525463e-07,0.9999996727796784,3056047.1665160386,True,True
mp-568690,CdBr2,2,1,1,1,1.0,6.0,6.0,0.9999999999997935,3.02749472844538e-07,0.9999996972503207,3303061.0775441187,True,True
mp-22881,CdCl2,2,1,1,1,1.0,6.0,6.0,0.9999999999996607,3.8832022799210603e-07,0.9999996116794327,2575194.202914377,True,True
mp-1080124,CdCl4,8,1,1,1,0.0,0.5,0.5,0.0,0.0,0.0,0.0,False,False
mp-241,CdF2,2,1,0,0,1.0,6.0,6.0,0.9999999999998485,2.593708439055606e-07,0.9999997406290045,3855483.4650727278,True,True
mp-1188728,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999999999075,2.0274244152151375e-07,0.999999797257466,4932366.368359995,True,True
mp-28248,CdI2,4,0,0,1,1.0,6.0,6.0,0.9999999999999017,2.0880538941330338e-07,0.9999997911945123,4789148.416186377,True,True
mp-567259,CdI2,2,0,0,1,1.0,6.0,6.0,0.9999999999999359,1.6876472170633168e-07,0.9999998312352142,5925408.994778191,True,True
mp-567296,CdI2,6,0,0,1,1.0,6.0,6.0,0.9999999999999076,2.0260499271315352e-07,0.999999797394915,4935712.524200721,True,True
mp-567336,CdI2,8,0,0,1,1.0,6.0,6.0,0.9999999999999192,1.8959912232092336e-07,0.9999998104007969,5274286.018620263,True,True
mp-567359,CdI2,10,0,0,1,1.0,6.0,6.0,0.9999999999995974,4.22945497955929e-07,0.9999995770540995,2364370.8346170825,True,True
mp-567402,CdI2,12,0,0,1,1.0,6.0,6.0,0.999999999999952,1.4600781389996743e-07,0.9999998539921381,6848948.513708109,True,True
mp-567442,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999999999009,2.0979610450617716e-07,0.9999997902037964,4766532.735932936,True,True
mp-567483,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999999934454,1.706789042049952e-06,0.9999982932044033,585895.4887549476,True,True
mp-567534,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999998224,2.808809984545105e-07,0.9999997191188239,3560226.592407871,True,True
mp-568289,CdI2,6,0,0,1,1.0,6.0,6.0,0.99999999999993,1.7654312273418416e-07,0.9999998234568072,5664338.460272966,True,True
mp-569468,CdI2,32,0,0,1,1.0,6.0,6.0,0.9999999999999668,1.2152454986245615e-07,0.9999998784754169,8228789.994546668,True,True
mp-569611,CdI2,34,0,0,1,1.0,6.0,6.0,0.9999999999999316,1.739232206956501e-07,0.9999998260767109,5749663.535439245,True,True
mp-569666,CdI2,34,0,0,1,1.0,6.0,6.0,1.0,2.222451513358143e-16,0.9999999999999998,1000000000000.0,True,True
mp-569722,CdI2,34,0,0,1,1.0,6.0,6.0,0.9999999999998677,2.4244448531433955e-07,0.9999997575553824,4124655.583332099,True,True
mp-569964,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999999132,1.96333243142466e-07,0.9999998036666701,5093380.947587565,True,True
mp-569994,CdI2,8,0,0,1,1.0,6.0,6.0,0.9999999999999288,1.778003783510389e-07,0.9999998221995505,5624284.9946336225,True,True
mp-570019,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999999509,1.4758221754544546e-07,0.9999998524177334,6775884.0911305435,True,True
mp-570054,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999998181,2.8430776604980906e-07,0.9999997156920521,3517315.1050141347,True,True
mp-570082,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999999248,1.8258911891487152e-07,0.9999998174108059,5476777.619295893,True,True
mp-570089,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999863302,2.464840642942912e-06,0.9999975351456872,405705.741200524,True,True
mp-570127,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999999705,1.142318903925985e-07,0.9999998857680801,8754122.83350223,True,True
mp-570165,CdI2,18,0,0,1,1.0,6.0,6.0,0.9999999999995792,4.324875069911055e-07,0.9999995675120722,2312205.517696365,True,True
mp-570263,CdI2,18,0,0,1,1.0,6.0,6.0,0.9999999999999862,7.839644248400016e-08,0.9999999216035438,12755680.848707836,True,True
mp-570314,CdI2,18,0,0,1,1.0,6.0,6.0,0.9999999999998265,2.777374845678806e-07,0.9999997222623419,3600522.2757586427,True,True
mp-570410,CdI2,18,0,0,1,1.0,6.0,6.0,0.9999999999997891,3.0640361482010145e-07,0.9999996935961742,3263669.0679609585,True,True
mp-570437,CdI2,6,0,0,1,1.0,6.0,6.0,0.9999999999999466,1.5403101355363975e-07,0.9999998459689331,6492199.0508859875,True,True
mp-570448,CdI2,26,0,0,1,1.0,6.0,6.0,0.9999999999998893,2.2168661401291261e-07,0.9999997783132752,4510872.270987197,True,True
mp-570472,CdI2,10,0,0,1,1.0,6.0,6.0,0.9999999999997872,3.0740945643132814e-07,0.9999996925903307,3252990.365386421,True,True
mp-570492,CdI2,26,0,0,1,1.0,6.0,6.0,0.9999999999999404,1.624581437740186e-07,0.9999998375417966,6155431.65008061,True,True
mp-570511,CdI2,10,0,0,1,1.0,6.0,6.0,0.999999999999919,1.895556623867685e-07,0.9999998104442566,5275495.268294985,True,True
mp-570552,CdI2,26,0,0,1,1.0,6.0,6.0,0.9999999999998485,2.5946185572519486e-07,0.9999997405379927,3854131.071424169,True,True
mp-570559,CdI2,10,0,0,1,1.0,6.0,6.0,0.9999999999998398,2.6678416702388875e-07,0.9999997332156728,3748348.378973691,True,True
mp-570610,CdI2,26,0,0,1,1.0,6.0,6.0,0.9999999999999987,2.3579392224898277e-08,0.9999999764206065,42409914.15139466,True,True
mp-570613,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999999999719,1.116619723315929e-07,0.9999998883379996,8955600.363482371,True,True
mp-570671,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999999994382,4.997223126835306e-07,0.9999995002771256,2001111.3664895103,True,True
mp-570695,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999994411849,1.5759388612493713e-05,0.9999842400525724,63454.238234115626,True,True
mp-570781,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999999925362,1.8213104670578496e-06,0.9999981786820691,549055.2094657092,True,True
mp-570882,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999999998689,2.4106135658934367e-07,0.9999997589385123,4148321.465324711,True,True
mp-570939,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999658503979,0.00012320464739201963,0.9998767612030058,8116.576663447934,True,True
mp-571037,CdI2,14,0,0,1,1.0,6.0,6.0,0.9999999999999487,1.5049375628933114e-07,0.9999998495061925,6644793.941334037,True,True
mp-571091,CdI2,14,0,0,1,1.0,6.0,6.0,0.9999999999999984,2.4709461875101307e-08,0.9999999752905365,40470326.91584662,True,True
mp-571136,CdI2,14,0,0,1,1.0,6.0,6.0,0.9999999999999553,1.414773245084544e-07,0.9999998585226307,7068270.5053571835,True,True
mp-571197,CdI2,14,0,0,1,1.0,6.0,6.0,0.9999999999732071,3.450803480585846e-06,0.9999965491697265,289787.5829786274,True,True
mp-571225,CdI2,14,0,0,1,1.0,6.0,6.0,0.9999999999998473,2.604653409339756e-07,0.9999997395345064,3839282.4028488826,True,True
mp-571514,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999997762,3.1534334678962823e-07,0.9999996846564294,3171146.6570655,True,True
mp-571516,CdI2,32,0,0,1,1.0,6.0,6.0,0.999999999999973,1.0943256790188306e-07,0.9999998905674051,9138047.467702396,True,True
mp-571519,CdI2,14,0,0,1,1.0,6.0,6.0,0.9999999999998526,2.5594721041488706e-07,0.9999997440526421,3907055.6712802835,True,True
mp-571535,CdI2,16,0,0,1,1.0,6.0,6.0,0.999999999999783,3.1052424394169406e-07,0.999999689475539,3220360.4694632124,True,True
mp-571538,CdI2,20,0,0,1,1.0,6.0,6.0,0.999999999999425,5.054230109597038e-07,0.999999494576414,1978540.7041531648,True,True
mp-571539,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999998912,2.1987281391576068e-07,0.9999997801270772,4548083.87717737,True,True
mp-571559,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999998946,2.1616607492920987e-07,0.9999997838338197,4626072.802253429,True,True
mp-571567,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999996478,3.955687102595154e-07,0.9999996044309376,2528005.8155853413,True,True
mp-571568,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999999672,1.2053584300275365e-07,0.9999998794641243,8296287.436900592,True,True
mp-571569,CdI2,18,0,0,1,1.0,6.0,6.0,0.9999999999999969,3.736714055538512e-08,0.9999999626328563,26761480.41132045,True,True
mp-571578,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999999499,1.4921866937316502e-07,0.9999998507812805,6701574.301665677,True,True
mp-571579,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999814864526,9.071053935464938e-05,0.999909270947098,11024.077120485092,True,True
mp-571583,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999999314,1.749737382121799e-07,0.9999998250261932,5715143.370757119,True,True
mp-571592,CdI2,16,0,0,1,1.0,6.0,6.0,0.9999999999999075,2.0275304294035243e-07,0.9999997972468646,4932108.468005069,True,True
mp-571593,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999997821,3.11167406178279e-07,0.9999996888323759,3213704.1995550334,True,True
mp-571595,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999999751,1.0507161549680234e-07,0.9999998949283596,9517318.21455061,True,True
mp-571603,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999999117,1.9805703609792774e-07,0.9999998019428756,5049050.615427112,True,True
mp-571605,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999999515,1.4651773865439989e-07,0.9999998534822129,6825112.161734294,True,True
mp-571607,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999999437,1.5820359824286057e-07,0.9999998417963455,6320968.746013157,True,True
mp-571613,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999999124,1.970995111832239e-07,0.9999998029004012,5073579.300104461,True,True
mp-571615,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999183184,6.025173485810711e-06,0.9999939747448326,165970.32471734122,True,True
mp-571616,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999998801,2.3049370294476155e-07,0.9999997695061772,4338513.318255522,True,True
mp-571635,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999998996,2.112068817506808e-07,0.9999997887930179,4734694.209350384,True,True
mp-571646,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999999929,5.582471198223383e-08,0.9999999441752809,17913213.780990794,True,True
mp-571654,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999999845,8.334162500238007e-08,0.9999999166583594,11998806.118448332,True,True
mp-571660,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999999852,8.141944132854977e-08,0.9999999185805439,12282078.870631292,True,True
mp-571667,CdI2,26,0,0,1,1.0,6.0,6.0,0.9999999999999147,1.9468115107885955e-07,0.9999998053187636,5136604.106038208,True,True
mp-571668,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999997704,3.19430272607445e-07,0.9999996805694978,3130573.6674140864,True,True
mp-574663,CdI2,8,1,1,1,1.0,6.0,6.0,0.9999999999999902,6.56403985232121e-08,0.9999999343595917,15234520.546769151,True,True
mp-582042,CdI2,30,0,0,1,1.0,6.0,6.0,0.9999999999998832,2.2773256074917225e-07,0.9999997722673225,4391115.599412668,True,True
mp-582084,CdI2,36,0,0,1,1.0,6.0,6.0,0.9999999999998591,2.501027475271671e-07,0.9999997498971116,3998356.7149386685,True,True
mp-582619,CdI2,12,0,0,1,1.0,6.0,6.0,0.9999999999999876,7.436577684588593e-08,0.9999999256342107,13447045.703191757,True,True
mp-624399,CdI2,18,0,0,1,1.0,6.0,6.0,0.9999999999997896,3.0582745025835743e-07,0.9999996941723394,3269817.667299021,True,True
mp-624400,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999999419,1.6095919332249887e-07,0.9999998390407486,6212754.794293331,True,True
mp-624406,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999995202,4.617590848127817e-07,0.9999995382404353,2165631.45780871,True,True
mp-624417,CdI2,22,0,0,1,1.0,6.0,6.0,0.9999999999999756,1.0399116931958517e-07,0.9999998960088062,9616201.13075929,True,True
mp-624418,CdI2,22,0,0,1,1.0,6.0,6.0,0.9999999999999422,1.6082353065422403e-07,0.9999998391764116,6217995.56278848,True,True
mp-627557,CdI2,18,0,0,1,1.0,6.0,6.0,0.9999999999999969,3.73574376595105e-08,0.9999999626425592,26768431.2054367,True,True
mp-647489,CdI2,14,0,0,1,1.0,6.0,6.0,0.9999999999999964,3.96140826521835e-08,0.9999999603859138,25243548.078094322,True,True
mp-669326,CdI2,18,0,0,1,1.0,6.0,6.0,0.9999999999997377,3.414718105964203e-07,0.999999658527927,2928499.422113706,True,True
mp-669334,CdI2,30,0,0,1,1.0,6.0,6.0,0.9999999999999847,8.343476720141109e-08,0.9999999165652175,11985411.280479634,True,True
mp-669340,CdI2,28,0,0,1,1.0,6.0,6.0,0.9999999999999477,1.5215762497467477e-07,0.9999998478423228,6572132.025367697,True,True
mp-669357,CdI2,22,0,0,1,1.0,6.0,6.0,0.999999999999953,1.4509703331991704e-07,0.9999998549029198,6891939.670434915,True,True
mp-669358,CdI2,22,0,0,1,1.0,6.0,6.0,0.9999999999999706,1.1507548602442014e-07,0.9999998849244846,8689948.090141118,True,True
mp-669360,CdI2,24,0,0,1,1.0,6.0,6.0,0.9999999999999997,5.8302575907924964e-09,0.9999999941697421,171519008.28177154,True,True
mp-680046,CdI2,28,0,0,1,1.0,6.0,6.0,0.9999999999999705,1.150754997048321e-07,0.9999998849244708,8689947.057062224,True,True
mp-680047,CdI2,28,0,0,1,1.0,6.0,6.0,0.9999999999999872,7.456730398193923e-08,0.9999999254326832,13410703.43970321,True,True
mp-680055,CdI2,22,0,0,1,1.0,6.0,6.0,0.9999999999999815,9.129457257231895e-08,0.9999999087054089,10953553.665064065,True,True
mp-680092,CdI2,20,0,0,1,1.0,6.0,6.0,0.9999999999999568,1.3887077572014188e-07,0.999999861129181,7200939.109141279,True,True
mp-680093,CdI2,22,0,0,1,1.0,6.0,6.0,0.9999999999999541,1.4272537837214898e-07,0.9999998572745757,7006462.420386838,True,True
mp-680094,CdI2,22,0,0,1,1.0,6.0,6.0,0.9999999999999443,1.567928908396351e-07,0.9999998432070534,6377840.185514061,True,True
mp-680095,CdI2,40,0,0,1,1.0,6.0,6.0,0.9999999999999309,1.7513242093435204e-07,0.99999982486751,5709965.034828009,True,True
mp-680111,CdI2,8,0,0,1,1.0,6.0,6.0,0.9999999999995896,4.2707991547436343e-07,0.9999995729196741,2341482.1530272057,True,True
mp-680112,CdI2,22,0,0,1,1.0,6.0,6.0,0.9999999999998864,2.2450808011120244e-07,0.9999997754918063,4454182.671307734,True,True
mp-680113,CdI2,22,0,0,1,1.0,6.0,6.0,0.999999999999935,1.7029562125905103e-07,0.9999998297043138,5872141.588882962,True,True
mp-680114,CdI2,22,0,0,1,1.0,6.0,6.0,0.9999999999999392,1.6485419493039604e-07,0.9999998351457442,6065966.355433991,True,True
mp-680115,CdI2,28,0,0,1,1.0,6.0,6.0,0.9999999999999962,4.1717386282243157e-08,0.9999999582826099,23970821.020147238,True,True
mp-680116,CdI2,28,0,0,1,1.0,6.0,6.0,0.9999999999999976,3.022998894022561e-08,0.9999999697700086,33079734.23269583,True,True
mp-680118,CdI2,30,0,0,1,1.0,6.0,6.0,0.9999999999999727,1.0943255559315004e-07,0.9999998905674171,9138048.495529862,True,True
mp-680119,CdI2,30,0,0,1,1.0,6.0,6.0,0.9999999999999455,1.5618826624825067e-07,0.9999998438116793,6402529.61391167,True,True
mp-680120,CdI2,30,0,0,1,1.0,6.0,6.0,0.9999999999999999,7.255197856978441e-09,0.999999992744802,137832216.2555699,True,True
mp-680133,CdI2,34,0,0,1,1.0,6.0,6.0,0.9999999999999446,1.5659133232758964e-07,0.9999998434086123,6386049.503097278,True,True
mp-680144,CdI2,38,0,0,1,1.0,6.0,6.0,0.9999999999997661,3.2245316817785784e-07,0.9999996775465979,3101225.5381165575,True,True
mp-680145,CdI2,40,0,0,1,1.0,6.0,6.0,0.9999999999999737,1.0782030139556905e-07,0.9999998921796723,9274691.195039354,True,True
mp-680146,CdI2,38,0,0,1,1.0,6.0,6.0,0.9999999999999872,7.476884345008991e-08,0.9999999252311438,13374554.879500208,True,True
mp-680148,CdI2,40,0,0,1,1.0,6.0,6.0,0.9999999999999922,5.844464791524424e-08,0.9999999415553443,17110206.591545913,True,True
mp-680152,CdI2,30,0,0,1,1.0,6.0,6.0,0.9999999999998758,2.34786223571361e-07,0.9999997652136522,4259193.681761892,True,True
mp-680153,CdI2,42,0,0,1,1.0,6.0,6.0,0.9999999999999035,2.069746827999745e-07,0.9999997930252207,4831508.793596406,True,True
mp-680163,CdI2,50,0,0,1,1.0,6.0,6.0,0.9999999999999991,1.8944126949607388e-08,0.9999999810558722,52786808.42142075,True,True
mp-680172,CdI2,44,0,0,1,1.0,6.0,6.0,0.9999999999999997,1.068126245885664e-08,0.9999999893187372,93621891.96753839,True,True
mp-680196,CdI2,58,0,0,1,1.0,6.0,6.0,0.9999999999999848,8.257164204755328e-08,0.9999999174283427,12110695.333200246,True,True
mp-684029,CdI2,28,0,0,1,1.0,6.0,6.0,0.9999999999999812,9.18991717386461e-08,0.9999999081008095,10881490.88920955,True,True
mp-1104603,Ce2Br5,10,1,1,1,0.0,2.2,2.0,0.0,0.0,0.0,0.0,False,False
mp-569850,CeBr3,6,1,1,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,False,False
