config,selected_k,formula,best_polymorph_score,formula_background_percentile,reserved_formula
baseline,4,BeCl2,0.9786036014556885,31.786542923433874,False
baseline,4,BeF2,0.9615198969841003,19.489559164733176,False
baseline,4,BeI2,0.9729547500610352,23.201856148491878,False
baseline,4,Bi4I,0.26588571071624756,0.46403712296983757,False
baseline,4,Bi6Br7,0.8615808486938477,14.617169373549885,False
baseline,4,Bi6Cl7,0.8604344129562378,14.385150812064964,False
baseline,4,Bi9I2,0.2633967995643616,0.23201856148491878,False
baseline,4,BiBr3,0.9972744584083557,86.5429234338747,False
baseline,4,BiBr,0.7893191576004028,12.761020881670534,False
baseline,4,BiCl3,0.998194694519043,89.0951276102088,False
baseline,4,BiF3,0.9909691214561462,60.556844547563806,False
baseline,4,BiF5,0.9888707399368286,51.27610208816705,False
baseline,4,BiI3,0.9992504715919495,94.43155452436194,False
baseline,4,BiI,0.7846137285232544,5.56844547563805,False
baseline,4,CaBr2,0.9805676341056824,36.89095127610209,False
baseline,4,CaCl2,0.9807242155075073,37.81902552204176,False
baseline,4,CaF2,0.9762576818466187,28.770301624129928,False
baseline,4,CaI2,0.981373131275177,43.1554524361949,False
baseline,4,Cd13I28,0.9941607713699341,75.4060324825986,False
baseline,4,CdBr2,0.9816214442253113,44.31554524361949,False
baseline,4,CdCl2,0.981110692024231,40.60324825986079,False
baseline,4,CdCl4,0.9540488719940186,18.793503480278424,False
baseline,4,CdF2,0.9762575626373291,27.610208816705335,False
baseline,4,CdI2,0.996078372001648,81.67053364269141,False
baseline,4,Ce2Br5,0.992246150970459,64.96519721577727,False
baseline,4,CeBr3,0.9907088875770569,59.164733178654295,False
baseline,4,CeCl3,0.9902257323265076,56.148491879350345,False
baseline,4,CeF3,0.9900094866752625,54.060324825986086,False
baseline,4,CeF4,0.9899595975875854,53.596287703016245,False
baseline,4,CoBr2,0.9808716773986816,38.51508120649652,False
baseline,4,CoBr,0.7875461578369141,6.0324825986078885,False
baseline,4,CoCl2,0.9806180596351624,37.58700696055685,False
baseline,4,CoF2,0.9800013303756714,33.64269141531322,False
baseline,4,CoF3,0.9992551207542419,94.89559164733178,False
baseline,4,CoI2,0.980912446975708,38.97911832946635,False
baseline,4,Cr2F5,0.9940986037254333,74.70997679814386,False
baseline,4,CrBr2,0.9778553247451782,31.09048723897912,False
baseline,4,CrBr3,0.9995089173316956,96.98375870069606,False
baseline,4,CrCl2,0.9741859436035156,24.361948955916475,False
baseline,4,CrCl3,0.9994866847991943,96.75174013921114,False
baseline,4,CrF2,0.9772675037384033,29.466357308584683,False
baseline,4,CrF3,0.9992175102233887,93.96751740139212,False
baseline,4,CrF4,0.995692253112793,80.2784222737819,False
baseline,4,CrF5,0.9923450946807861,65.89327146171694,False
baseline,4,CrI2,0.9777182340621948,30.62645011600928,False
baseline,4,CsBr3,0.9701830744743347,21.809744779582367,False
baseline,4,CsBr,0.7886766195297241,12.296983758700696,False
baseline,4,CsCl,0.7886765599250793,7.65661252900232,False
baseline,4,CsF,0.7886766195297241,12.296983758700696,False
baseline,4,CsI3,0.9845000505447388,46.8677494199536,False
baseline,4,CsI4,0.981410562992096,43.38747099767982,False
baseline,4,CsI,0.7886765003204346,6.728538283062645,False
baseline,4,CuBr2,0.9748885631561279,25.290023201856147,False
baseline,4,CuBr,0.7886766195297241,12.296983758700696,False
baseline,4,CuCl2,0.974195122718811,24.825986078886313,False
baseline,4,CuCl,0.7886766195297241,12.296983758700696,False
baseline,4,CuF2,0.9773679971694946,29.930394431554525,False
baseline,4,CuF,0.7749027609825134,3.7122969837587005,False
baseline,4,CuI,0.7799844145774841,4.176334106728538,False
baseline,4,Dy5Cl11,0.9867898225784302,49.419953596287705,False
baseline,4,DyBr2,0.9777637124061584,30.8584686774942,False
baseline,4,DyCl3,0.9943438172340393,76.10208816705337,False
baseline,4,Er4I5,0.8742814064025879,14.849187935034802,False
baseline,4,Er6I7,0.849322497844696,13.921113689095128,False
baseline,4,ErF3,0.9897691011428833,52.66821345707656,False
baseline,4,EuBr2,0.9780232906341553,31.554524361948953,False
baseline,4,EuCl2,0.9741231203079224,24.129930394431554,False
baseline,4,EuCl3,0.990764319896698,59.62877030162414,False
baseline,4,EuF2,0.9762576222419739,28.074245939675173,False
baseline,4,EuF3,0.9913400411605835,61.25290023201856,False
baseline,4,EuI2,0.9788468480110168,32.01856148491879,False
baseline,4,FeBr2,0.9809666872024536,39.90719257540603,False
baseline,4,FeBr3,0.9995529651641846,97.91183294663574,False
baseline,4,FeCl2,0.9810397028923035,40.37122969837587,False
baseline,4,FeCl3,0.9999998807907104,100.0,True
baseline,4,FeF2,0.9789090156555176,32.25058004640371,False
baseline,4,FeF3,0.9990894794464111,92.5754060324826,False
