formula,median_mean_percentile,min_mean_percentile,median_nearest_percentile,min_nearest_percentile,settings
GaCl2,19.760900140646974,19.40928270042194,19.69057665260197,18.9873417721519,6
TlBr3,19.40928270042194,17.440225035161745,22.151898734177216,20.81575246132208,6
In5Cl9,19.268635724331926,18.9873417721519,18.495077355836848,17.72151898734177,6
BeBr2,19.057665260196906,18.70604781997187,21.448663853727147,20.253164556962027,6
CdCl4,18.776371308016877,18.424753867791843,18.0028129395218,17.580872011251756,6
Sc5Cl8,18.28410689170183,18.143459915611814,18.28410689170183,18.0028129395218,6
BeF2,18.21378340365682,17.580872011251756,18.424753867791843,17.862165963431785,6
Tb5Br8,18.07313642756681,18.0028129395218,18.21378340365682,17.862165963431785,6
Ga2I3,17.79184247538678,17.018284106891702,16.736990154711673,16.736990154711673,6
Tl2Br3,17.65119549929676,17.158931082981717,17.29957805907173,17.29957805907173,6
Gd2Br3,17.580872011251756,17.29957805907173,17.79184247538678,17.72151898734177,6
Tl2Cl3,17.51054852320675,17.018284106891702,17.158931082981717,17.158931082981717,6
Y2Cl3,17.440225035161745,17.158931082981717,17.65119549929676,17.580872011251756,6
Gd2Cl3,17.229254571026722,17.018284106891702,17.51054852320675,17.440225035161745,6
In2Cl3,17.08860759493671,16.877637130801688,17.018284106891702,16.877637130801688,6
Sc7Cl10,16.877637130801688,16.736990154711673,16.877637130801688,16.736990154711673,6
In5Br7,16.736990154711673,16.59634317862166,16.526019690576653,16.17440225035162,6
In7Cl9,16.31504922644163,16.31504922644163,16.31504922644163,16.033755274261605,6
In7Br9,16.17440225035162,16.17440225035162,16.17440225035162,16.17440225035162,6
Er4I5,16.104078762306614,16.033755274261605,16.17440225035162,16.033755274261605,6
TlCl3,16.10407876230661,15.330520393811534,18.07313642756681,17.018284106891702,6
Bi6Br7,15.822784810126583,15.471167369901547,15.822784810126583,15.471167369901547,6
Bi6Cl7,15.752461322081576,15.330520393811534,15.541490857946554,15.330520393811534,6
Tb6Br7,15.682137834036569,15.611814345991561,15.611814345991561,15.471167369901547,6
Er6I7,15.682137834036569,15.471167369901547,15.611814345991561,15.471167369901547,6
CuI,15.18987341772152,15.049226441631506,14.838255977496484,13.783403656821378,6
AgI,15.049226441631506,14.908579465541491,15.260196905766527,15.049226441631506,6
AuBr,14.627285513361462,13.080168776371309,4.430379746835443,1.8284106891701828,6
BiI,14.556962025316455,14.20534458509142,14.486638537271448,14.345991561181433,6
AuI,14.41631504922644,13.361462728551334,4.852320675105485,1.969057665260197,6
CuBr,14.41631504922644,10.548523206751055,11.884669479606188,6.891701828410689,6
BiBr,13.783403656821378,11.673699015471167,13.783403656821378,11.251758087201125,6
CuCl,12.869198312236287,9.70464135021097,7.524613220815752,2.5316455696202533,6
InCl,12.58790436005626,11.11111111111111,11.251758087201125,5.9071729957805905,6
LiI,12.517580872011253,7.7355836849507735,12.447257383966244,3.938115330520394,6
NaI,12.306610407876232,11.533052039381154,10.126582278481013,6.329113924050633,6
InBr,12.09563994374121,11.251758087201125,13.642756680731363,6.751054852320674,6
InI,11.251758087201125,10.548523206751055,13.783403656821378,9.70464135021097,6
TlCl,10.90014064697609,10.68917018284107,10.90014064697609,6.891701828410689,6
CuF,10.829817158931082,6.751054852320674,3.4458509142053444,2.8129395218002813,6
TlBr,10.478199718706048,9.282700421940929,12.939521800281295,9.423347398030943,6
CsI,10.267229254571028,8.720112517580873,10.970464135021098,9.423347398030943,6
AgCl,10.267229254571026,9.0014064697609,13.783403656821378,11.533052039381154,6
TlI,10.056258790436006,9.142053445850914,13.0098452883263,9.985935302390999,6
NaF,9.49367088607595,7.7355836849507735,12.447257383966246,10.267229254571026,6
CsCl,8.790436005625878,8.438818565400844,12.165963431786217,10.126582278481013,6
KBr,8.790436005625878,8.438818565400844,12.165963431786217,10.126582278481013,6
RbBr,8.579465541490858,6.469760900140647,10.829817158931084,9.423347398030943,6
CsF,8.368495077355837,6.469760900140647,11.533052039381154,8.438818565400844,6
LiBr,8.227848101265824,7.7355836849507735,11.462728551336147,9.0014064697609,6
RbCl,8.227848101265824,7.7355836849507735,11.462728551336147,9.0014064697609,6
KCl,8.08720112517581,7.172995780590717,11.814345991561183,10.548523206751055,6
NaCl,8.08720112517581,5.766526019690577,11.11111111111111,10.68917018284107,6
LiF,7.805907172995781,5.766526019690577,10.68917018284107,7.454289732770746,6
KI,7.7355836849507735,6.469760900140647,11.181434599156118,8.438818565400844,6
AgBr,7.7355836849507735,5.9071729957805905,9.915611814345992,7.454289732770746,6
LaBr,7.59493670886076,2.5316455696202533,5.133614627285514,2.6722925457102673,6
YCl,7.594936708860759,2.9535864978902953,5.414908579465542,4.219409282700422,6
ZrCl,7.524613220815752,1.6877637130801686,5.063291139240507,2.109704641350211,6
KF,7.383966244725738,6.329113924050633,10.548523206751055,9.282700421940929,6
RbI,7.10267229254571,5.344585091420535,9.774964838255977,7.172995780590717,6
AgF,7.032348804500703,5.9071729957805905,10.056258790436004,9.70464135021097,6
ZrBr,6.751054852320675,1.4064697609001406,5.485232067510548,1.969057665260197,6
LiCl,6.680731364275668,4.781997187060478,10.267229254571026,7.032348804500703,6
LaCl,6.540084388185654,1.6877637130801686,2.9535864978902953,1.1251758087201125,6
NaBr,6.39943741209564,5.9071729957805905,9.985935302390999,9.70464135021097,6
TlF,5.977496483825597,1.8284106891701828,5.836849507735584,1.8284106891701828,6
CsBr,5.69620253164557,5.485232067510549,9.49367088607595,7.59493670886076,6
TbCl,5.485232067510549,2.8129395218002813,5.063291139240507,4.641350210970464,6
TbBr,5.344585091420534,1.969057665260197,4.922644163150492,2.5316455696202533,6
HgBr,5.274261603375527,1.6877637130801686,2.390998593530239,1.5471167369901548,6
HgCl,4.9929676511954995,1.5471167369901548,1.8284106891701828,1.4064697609001406,6
GdBr,4.852320675105485,2.250351617440225,4.711673699015471,4.219409282700422,6
LaI,4.781997187060478,4.360056258790436,8.08720112517581,6.188466947960619,6
AuCl,4.430379746835443,1.4064697609001406,1.3361462728551337,1.1251758087201125,6
RbF,4.360056258790436,3.938115330520394,7.665260196905766,5.485232067510549,6
YI,3.586497890295359,1.1251758087201125,3.727144866385373,1.6877637130801686,6
HgI,3.5161744022503516,0.9845288326300985,1.4767932489451476,1.2658227848101267,6
ScCl,2.742616033755274,0.8438818565400843,1.8987341772151898,0.8438818565400843,6
HgF,2.109704641350211,0.8438818565400843,2.180028129395218,1.4064697609001406,6
CoBr,1.2658227848101267,0.7032348804500703,0.8438818565400843,0.7032348804500703,6
Ag2F,0.5625879043600562,0.5625879043600562,0.5625879043600562,0.42194092827004215,6
Bi4I,0.2812939521800281,0.2812939521800281,0.2812939521800281,0.2812939521800281,6
Bi9I2,0.14064697609001406,0.14064697609001406,0.14064697609001406,0.14064697609001406,6
